//Type,ID,Name,BasePrice,Quantity,SubclassAttribute
E,20633,Coffee Maker,95.73,24,12
P,30722,Fresh Strawberries,11.78,40,6/10/2026
B,55919,Apple Juice,4.77,18,FALSE
B,9122,Sparkling Water,3.73,86,FALSE
B,65757,Apple Juice,4.84,16,TRUE
B,14214,Energy Drink,6.84,117,FALSE
P,17920,Organic Eggs,3.73,8,6/18/2026
P,45645,Romaine Lettuce,11.97,58,6/5/2026
B,65832,Sparkling Water,7.69,100,FALSE
P,24165,Romaine Lettuce,3.75,39,7/4/2026
B,66057,Organic Green Tea,9.12,79,TRUE
P,15857,Whole Milk,2.56,50,7/2/2026
P,15078,Whole Milk,3.56,23,6/19/2026
E,81621,Coffee Maker,56.28,17,12
E,29462,Electric Mixer,51.96,11,6
E,59149,Electric Kettle,103.09,20,6
E,6439,Mini Rice Cooker,70.5,10,6
B,93474,Classic Cola,6.59,75,FALSE
E,20982,Electric Mixer,27.5,5,12
E,29802,Electric Mixer,95.86,15,6
E,52557,Electric Kettle,66.87,4,12
E,47654,Toaster Oven,78.9,11,6
E,64942,Coffee Maker,44.84,17,12
E,62076,Coffee Maker,80.87,20,12
P,2219,Whole Milk,2.68,52,7/13/2026
E,22311,Mini Rice Cooker,101.28,24,36
P,80578,Romaine Lettuce,8.03,38,7/11/2026
P,78441,Whole Milk,6.25,52,6/4/2026
E,24298,Mini Rice Cooker,100.63,23,6
E,88801,Electric Mixer,39.65,22,36
B,49535,Apple Juice,2.25,75,FALSE
P,67918,Fresh Strawberries,9.91,47,6/20/2026
P,33780,Baby Spinach,6.63,56,6/21/2026
P,32394,Organic Eggs,4.32,44,7/14/2026
P,24466,Avocados Bag,5.13,42,7/3/2026
B,65769,Classic Cola,8.81,23,FALSE
B,132,Diet Soda Can,5.08,70,FALSE
P,82687,Avocados Bag,14.71,26,7/6/2026
P,1822,Avocados Bag,14.09,54,6/12/2026
B,75183,Sparkling Water,9.19,97,TRUE
P,70222,Organic Eggs,13.53,18,6/15/2026
E,80765,Toaster Oven,87.68,16,6
B,37624,Classic Cola,4.77,64,FALSE
E,67530,Coffee Maker,28.56,10,6
B,17311,Sparkling Water,6.5,84,FALSE
E,33314,Blender Pro,80.38,19,12
P,58909,Baby Spinach,5.57,42,6/24/2026
B,56063,Sparkling Water,5.78,47,TRUE
P,45760,Whole Milk,3.07,48,6/2/2026
E,70255,Mini Rice Cooker,108.75,8,12
P,92569,Whole Milk,12.78,11,7/4/2026
P,38702,Baby Spinach,14.66,20,6/26/2026
P,12795,Fresh Strawberries,2.85,55,6/7/2026
B,5413,Organic Green Tea,4.68,80,FALSE
E,43760,Toaster Oven,113.99,20,36
P,29392,Fresh Strawberries,9.85,51,6/2/2026
P,63421,Whole Milk,5.86,42,6/28/2026
E,80482,Coffee Maker,107.29,15,12
P,37791,Romaine Lettuce,4.61,44,6/14/2026
P,46488,Avocados Bag,10.7,52,7/1/2026
E,3752,Mini Rice Cooker,17.5,2,6
B,41843,Diet Soda Can,2.96,119,FALSE
B,83833,Sparkling Water,9.42,28,TRUE
P,97148,Organic Eggs,5.67,55,6/12/2026
E,11562,Coffee Maker,117.92,5,36
E,85556,Electric Kettle,41.82,2,6
E,66095,Mini Rice Cooker,26.46,10,36
B,73304,Sparkling Water,3.49,93,FALSE
E,36382,Toaster Oven,81.97,22,6
P,5519,Fresh Strawberries,5.34,47,7/15/2026
B,2158,Classic Cola,3.88,81,TRUE
B,65825,Diet Soda Can,2.4,111,FALSE
B,71210,Energy Drink,3.07,80,FALSE
E,60676,Blender Pro,103.8,4,6
P,81785,Fresh Strawberries,8.19,6,6/18/2026
B,38516,Sparkling Water,4.38,85,TRUE
E,85391,Electric Kettle,53.18,13,36
B,14832,Diet Soda Can,3.48,44,TRUE
E,20199,Electric Kettle,91.66,2,36
P,92786,Avocados Bag,10.01,32,6/27/2026
E,85716,Mini Rice Cooker,42.65,10,6
P,74873,Fresh Strawberries,4.64,56,6/17/2026
E,20615,Electric Mixer,89.31,25,6
E,642,Electric Mixer,58.87,15,6
E,2836,Mini Rice Cooker,31.85,22,12
E,89209,Toaster Oven,68.73,8,12
P,30700,Whole Milk,11.22,51,6/19/2026
P,23197,Whole Milk,10.19,15,6/19/2026
P,76190,Fresh Strawberries,14.62,9,6/19/2026
E,38940,Mini Rice Cooker,29.78,7,6
P,26783,Organic Eggs,12.6,56,6/3/2026
P,78781,Fresh Strawberries,3.48,16,6/3/2026
E,42501,Toaster Oven,68.62,22,6
B,54974,Classic Cola,3.4,27,FALSE
E,9453,Coffee Maker,94.2,19,36
B,3597,Diet Soda Can,9.19,94,FALSE
E,64385,Electric Kettle,50.97,5,36
P,83027,Baby Spinach,7.21,49,7/3/2026
E,19967,Mini Rice Cooker,63.51,21,12
B,70161,Classic Cola,6.5,47,TRUE
B,24551,Energy Drink,1.08,50,TRUE
E,71913,Electric Mixer,49.49,25,36
P,70323,Organic Eggs,5.04,39,6/1/2026
B,48842,Organic Green Tea,5.36,77,FALSE
B,76322,Diet Soda Can,4.28,18,FALSE
E,46287,Coffee Maker,20.1,10,36
P,71301,Avocados Bag,3.37,21,7/6/2026
P,52998,Avocados Bag,8.21,12,6/10/2026
E,71940,Blender Pro,82.97,13,6
B,85057,Classic Cola,1.98,56,TRUE
P,71254,Baby Spinach,11.83,21,6/2/2026
B,17540,Diet Soda Can,5.54,100,TRUE
P,87331,Avocados Bag,12.37,27,6/7/2026
P,66812,Fresh Strawberries,13.37,54,7/2/2026
P,59144,Avocados Bag,14.86,43,6/28/2026
P,35596,Romaine Lettuce,14.25,51,6/15/2026
E,66034,Toaster Oven,99.01,7,36
E,28679,Electric Kettle,102.66,11,12
P,52969,Avocados Bag,9.95,29,7/3/2026
E,9081,Electric Kettle,112.67,13,36
B,70575,Classic Cola,5.47,101,TRUE
P,93112,Avocados Bag,7.72,43,7/5/2026
B,3840,Organic Green Tea,1.14,89,FALSE
B,97838,Organic Green Tea,6.56,25,FALSE
B,36513,Energy Drink,4.2,20,FALSE
P,43841,Organic Eggs,11.86,6,6/26/2026
E,90085,Mini Rice Cooker,35.16,22,36
E,81916,Mini Rice Cooker,72.33,11,6
B,78938,Organic Green Tea,7.33,113,TRUE
E,6855,Electric Kettle,87.73,13,6
P,7343,Whole Milk,3.71,51,6/22/2026
E,41729,Blender Pro,55.81,18,6
P,48157,Romaine Lettuce,4.26,18,7/6/2026
P,83097,Romaine Lettuce,3.9,5,6/1/2026
B,37480,Classic Cola,2.16,29,TRUE
E,88839,Electric Kettle,17.39,17,36
E,34498,Mini Rice Cooker,110.04,11,36
B,60056,Classic Cola,9.41,67,TRUE
B,7267,Diet Soda Can,4.32,44,FALSE
P,46090,Romaine Lettuce,7.45,29,7/6/2026
P,82429,Whole Milk,3.59,30,7/1/2026
P,15146,Fresh Strawberries,13.51,48,6/24/2026
P,7270,Baby Spinach,10.75,9,6/28/2026
B,83681,Sparkling Water,8.85,51,FALSE
P,70358,Avocados Bag,8.09,23,7/13/2026
E,5547,Mini Rice Cooker,79.93,7,12
E,40441,Electric Kettle,70.0,18,12
P,31439,Organic Eggs,5.1,32,6/13/2026
B,68993,Sparkling Water,4.04,75,FALSE
E,85936,Mini Rice Cooker,60.17,15,12
P,5219,Organic Eggs,8.24,8,7/11/2026
E,8566,Electric Mixer,16.13,13,36
B,45746,Apple Juice,4.7,43,TRUE
E,97515,Electric Kettle,76.72,8,6
B,14005,Organic Green Tea,3.14,109,FALSE
P,53036,Baby Spinach,4.04,27,6/9/2026
E,27620,Coffee Maker,42.39,20,6
P,79229,Avocados Bag,7.17,37,7/13/2026
E,4462,Electric Kettle,79.48,3,6
B,76307,Diet Soda Can,5.06,95,FALSE
P,3533,Organic Eggs,14.51,5,6/24/2026
B,14909,Energy Drink,1.51,18,TRUE
P,60717,Avocados Bag,3.16,57,6/5/2026
B,32287,Sparkling Water,6.75,104,TRUE
P,97079,Baby Spinach,10.97,26,6/18/2026
P,90748,Avocados Bag,6.38,52,6/18/2026
B,91879,Energy Drink,8.25,117,FALSE
P,43444,Whole Milk,5.47,37,6/6/2026
B,65128,Diet Soda Can,2.3,20,FALSE
B,52831,Classic Cola,5.41,118,TRUE
P,31805,Avocados Bag,2.53,10,6/29/2026
P,21058,Fresh Strawberries,4.27,44,6/28/2026
B,20401,Classic Cola,2.17,83,FALSE
B,23800,Diet Soda Can,8.36,116,TRUE
B,18925,Sparkling Water,7.65,54,TRUE
E,54991,Electric Mixer,97.83,16,36
E,52793,Electric Kettle,110.82,16,12
E,46849,Electric Kettle,65.88,14,6
P,49125,Avocados Bag,10.56,31,7/4/2026
B,96973,Sparkling Water,3.69,91,FALSE
P,3671,Whole Milk,11.26,47,6/11/2026
P,79614,Fresh Strawberries,6.62,55,7/10/2026
B,26378,Sparkling Water,6.4,116,FALSE
P,43279,Organic Eggs,9.97,37,6/1/2026
B,4096,Energy Drink,6.29,88,FALSE
P,38571,Baby Spinach,10.17,49,6/18/2026
E,10324,Electric Mixer,52.15,16,12
P,74661,Fresh Strawberries,8.56,35,6/10/2026
E,11739,Electric Mixer,115.62,4,6
P,9275,Romaine Lettuce,3.26,24,7/16/2026
B,68984,Sparkling Water,6.38,73,FALSE
B,92831,Apple Juice,8.83,104,FALSE
E,26212,Toaster Oven,118.81,16,6
B,26864,Organic Green Tea,3.59,112,TRUE
E,38834,Electric Mixer,15.85,19,6
B,88673,Sparkling Water,7.53,63,FALSE
E,67271,Electric Mixer,28.49,13,12
P,55666,Romaine Lettuce,8.6,59,6/26/2026
E,81026,Electric Mixer,77.26,3,12
P,51165,Fresh Strawberries,4.38,24,6/9/2026
E,96393,Mini Rice Cooker,22.6,25,12
P,10950,Avocados Bag,12.67,39,7/2/2026
P,26423,Avocados Bag,7.48,56,6/8/2026
P,60651,Organic Eggs,3.21,54,7/11/2026
B,60036,Sparkling Water,6.57,30,TRUE
P,72076,Baby Spinach,14.47,21,6/20/2026
B,72729,Diet Soda Can,8.08,120,FALSE
E,79753,Electric Mixer,37.95,24,36
B,88576,Apple Juice,1.97,68,TRUE
E,44420,Coffee Maker,41.55,3,6
B,33867,Energy Drink,6.16,72,TRUE
B,81368,Diet Soda Can,7.26,104,FALSE
E,67904,Electric Kettle,105.34,11,12
E,54290,Electric Kettle,44.97,22,6
B,76827,Classic Cola,8.09,15,FALSE
B,98091,Apple Juice,2.07,63,FALSE
E,27836,Toaster Oven,113.16,16,6
P,12371,Romaine Lettuce,7.45,53,6/4/2026
E,68111,Coffee Maker,38.32,4,6
B,78543,Sparkling Water,6.38,48,FALSE
B,74877,Diet Soda Can,7.73,105,TRUE
E,3084,Electric Kettle,110.32,12,6
E,88001,Blender Pro,82.19,22,6
E,741,Mini Rice Cooker,48.06,7,12
E,47373,Electric Kettle,25.99,10,6
B,61093,Organic Green Tea,8.29,109,FALSE
B,96190,Energy Drink,9.74,84,FALSE
B,95143,Organic Green Tea,7.73,102,TRUE
B,95147,Diet Soda Can,4.67,70,FALSE
P,6631,Organic Eggs,3.23,16,6/26/2026
P,74611,Whole Milk,3.03,13,6/12/2026
B,96950,Classic Cola,4.36,62,FALSE
E,51834,Mini Rice Cooker,91.67,4,12
B,24681,Sparkling Water,6.72,28,TRUE
B,27041,Organic Green Tea,6.84,95,TRUE
E,78992,Toaster Oven,68.42,21,36
P,63973,Baby Spinach,8.98,57,6/30/2026
B,62558,Energy Drink,5.85,119,FALSE
E,52139,Coffee Maker,85.03,24,6
P,60834,Whole Milk,3.13,33,6/10/2026
E,69020,Electric Mixer,25.52,19,6
E,5300,Mini Rice Cooker,100.9,14,12
B,85116,Organic Green Tea,3.33,47,TRUE
P,52356,Whole Milk,8.98,6,7/2/2026
E,15994,Electric Kettle,100.51,10,36
P,58744,Avocados Bag,9.39,27,6/5/2026
B,26563,Diet Soda Can,8.51,107,TRUE
E,86758,Blender Pro,70.78,23,6
P,98206,Whole Milk,8.86,15,7/2/2026
E,38559,Electric Mixer,46.55,16,12
P,93878,Baby Spinach,9.7,47,7/8/2026
B,17775,Diet Soda Can,4.01,53,FALSE
P,92456,Baby Spinach,8.93,38,6/8/2026
E,57502,Mini Rice Cooker,51.91,13,6
P,83761,Romaine Lettuce,7.13,27,7/3/2026
B,58402,Diet Soda Can,6.79,115,FALSE
P,58060,Fresh Strawberries,11.38,43,6/18/2026
P,51078,Fresh Strawberries,7.38,20,7/9/2026
P,716,Avocados Bag,12.48,55,7/15/2026
P,44064,Avocados Bag,7.25,45,7/9/2026
B,72170,Apple Juice,7.14,106,TRUE
E,70063,Coffee Maker,38.5,3,6
E,2785,Electric Mixer,118.34,14,36
B,51800,Sparkling Water,7.98,68,FALSE
E,62850,Electric Kettle,59.8,11,12
E,53707,Coffee Maker,53.39,2,12
B,74997,Apple Juice,8.54,12,TRUE
P,88172,Baby Spinach,3.73,24,6/25/2026
B,76472,Apple Juice,5.49,15,FALSE
B,53081,Energy Drink,4.06,67,FALSE
E,21257,Electric Mixer,29.43,7,6
P,2073,Organic Eggs,12.73,38,6/16/2026
B,15993,Sparkling Water,6.63,101,FALSE
E,91967,Electric Kettle,24.47,10,12
B,7078,Energy Drink,5.23,73,TRUE
P,34585,Organic Eggs,6.17,6,7/9/2026
P,78715,Whole Milk,11.27,47,6/8/2026
P,93463,Romaine Lettuce,11.88,17,7/3/2026
P,28220,Fresh Strawberries,10.99,10,6/19/2026
E,47204,Mini Rice Cooker,59.94,7,36
E,84713,Coffee Maker,67.66,24,6
P,15004,Romaine Lettuce,10.74,43,6/8/2026
P,58167,Avocados Bag,3.61,53,6/26/2026
E,58796,Toaster Oven,106.55,14,6
P,67056,Fresh Strawberries,3.38,52,7/7/2026
E,98502,Blender Pro,23.6,16,36
E,15473,Coffee Maker,61.48,24,12
E,62416,Coffee Maker,96.8,8,12
B,76356,Classic Cola,8.19,33,TRUE
E,91850,Mini Rice Cooker,104.35,7,12
B,61946,Diet Soda Can,9.03,26,FALSE
E,90947,Coffee Maker,112.83,10,12
E,61768,Toaster Oven,99.81,16,36
P,63337,Avocados Bag,8.72,20,6/24/2026
P,8843,Organic Eggs,13.62,52,6/20/2026
P,93928,Fresh Strawberries,13.56,9,7/3/2026
E,11870,Mini Rice Cooker,83.53,25,12
B,59551,Apple Juice,4.88,58,FALSE
E,89817,Mini Rice Cooker,118.45,23,12
P,90993,Baby Spinach,13.93,28,7/15/2026
P,77652,Baby Spinach,7.27,59,6/18/2026
P,53967,Romaine Lettuce,14.14,56,6/22/2026
E,5730,Coffee Maker,15.58,22,6
P,98075,Avocados Bag,2.93,11,6/12/2026
P,2130,Baby Spinach,10.16,19,7/6/2026
B,51015,Apple Juice,6.1,69,FALSE
E,47246,Electric Mixer,116.72,22,36
P,96026,Avocados Bag,6.14,10,6/22/2026
P,95607,Organic Eggs,7.67,9,6/22/2026
P,21279,Organic Eggs,5.41,51,6/22/2026
P,66027,Whole Milk,6.86,15,7/14/2026
E,65429,Coffee Maker,83.65,23,6
P,9217,Baby Spinach,7.44,15,7/6/2026
E,85665,Toaster Oven,84.88,11,12
P,24620,Fresh Strawberries,2.54,40,7/7/2026
P,39617,Romaine Lettuce,5.46,35,7/10/2026
E,16487,Electric Kettle,105.99,4,6
P,61018,Avocados Bag,11.82,44,6/23/2026
E,45698,Coffee Maker,63.87,24,6
B,91165,Organic Green Tea,3.62,24,TRUE
E,29468,Electric Mixer,15.68,4,6
P,12793,Whole Milk,14.7,27,6/6/2026
E,82212,Toaster Oven,15.73,9,12
P,35800,Organic Eggs,13.99,23,6/25/2026
B,37523,Organic Green Tea,1.75,70,TRUE
P,59776,Whole Milk,11.68,12,6/16/2026
E,2857,Electric Mixer,37.5,3,36
P,11769,Fresh Strawberries,11.87,52,6/14/2026
B,19040,Sparkling Water,6.54,87,FALSE
E,28390,Electric Mixer,96.37,18,6
E,4217,Toaster Oven,116.53,21,36
B,46242,Diet Soda Can,3.57,93,FALSE
P,32673,Whole Milk,6.56,37,6/19/2026
E,93381,Electric Mixer,55.04,18,36
P,46032,Whole Milk,4.62,46,6/5/2026
E,57726,Blender Pro,116.05,4,12
E,25255,Electric Mixer,97.56,3,36
B,85467,Classic Cola,6.51,78,FALSE
B,77752,Organic Green Tea,5.7,18,TRUE
P,20260,Organic Eggs,3.9,32,6/5/2026
P,12482,Fresh Strawberries,4.74,44,7/13/2026
B,60509,Classic Cola,2.63,23,TRUE
E,18829,Electric Mixer,49.71,3,6
E,55622,Coffee Maker,18.98,2,12
E,96127,Electric Kettle,105.8,3,36
P,58890,Romaine Lettuce,7.61,48,6/25/2026
B,91737,Apple Juice,5.83,116,FALSE
E,7211,Toaster Oven,73.07,2,36
B,20141,Diet Soda Can,4.94,98,TRUE
E,55908,Electric Mixer,93.2,17,6
B,1094,Classic Cola,1.34,64,FALSE
B,48952,Sparkling Water,1.02,37,TRUE
E,83544,Toaster Oven,109.77,7,12
E,42863,Blender Pro,24.07,9,36
B,50653,Classic Cola,4.7,114,TRUE
E,98990,Mini Rice Cooker,88.91,7,36
B,2796,Energy Drink,7.44,13,TRUE
P,52080,Organic Eggs,6.68,52,6/3/2026
B,5397,Apple Juice,7.95,28,TRUE
B,68531,Diet Soda Can,8.79,119,TRUE
E,17594,Electric Mixer,92.73,23,6
P,39934,Organic Eggs,8.81,31,6/26/2026
B,17364,Apple Juice,6.98,93,FALSE
B,13865,Sparkling Water,1.04,120,TRUE
E,13490,Blender Pro,101.63,13,6
B,99315,Apple Juice,9.61,111,FALSE
P,8620,Fresh Strawberries,5.51,37,6/30/2026
P,8757,Romaine Lettuce,5.86,45,6/17/2026
B,69747,Diet Soda Can,5.96,61,FALSE
B,68549,Organic Green Tea,9.55,76,FALSE
E,3334,Electric Mixer,85.16,22,12
P,6784,Whole Milk,13.19,19,6/5/2026
P,24340,Fresh Strawberries,4.13,24,6/18/2026
E,37804,Mini Rice Cooker,114.81,7,36
E,76133,Coffee Maker,77.12,12,12
B,91351,Energy Drink,9.18,47,TRUE
P,58098,Avocados Bag,13.59,10,6/15/2026
E,7051,Blender Pro,24.41,4,6
E,88495,Electric Kettle,73.03,11,6
P,36574,Whole Milk,11.02,18,6/30/2026
B,10539,Sparkling Water,3.8,51,FALSE
P,95262,Organic Eggs,8.32,51,6/9/2026
E,5815,Coffee Maker,99.18,25,36
P,48599,Romaine Lettuce,4.58,5,6/30/2026
E,54395,Blender Pro,53.3,5,6
B,98331,Diet Soda Can,6.45,19,FALSE
E,76587,Mini Rice Cooker,73.14,4,12
E,77369,Toaster Oven,117.27,15,36
E,90898,Electric Mixer,22.07,5,6
P,61196,Baby Spinach,11.46,17,6/2/2026
B,382,Organic Green Tea,8.72,91,FALSE
B,16849,Apple Juice,8.7,98,FALSE
E,68801,Electric Kettle,62.61,5,12
P,7086,Organic Eggs,9.26,36,7/9/2026
B,8143,Diet Soda Can,5.99,109,TRUE
P,8388,Whole Milk,4.3,52,6/10/2026
P,44374,Organic Eggs,13.14,15,6/30/2026
B,68230,Organic Green Tea,5.73,35,FALSE
P,32822,Fresh Strawberries,12.14,53,6/6/2026
B,9767,Diet Soda Can,9.48,93,FALSE
B,64748,Sparkling Water,5.92,15,TRUE
E,9565,Toaster Oven,53.32,19,12
B,11726,Classic Cola,3.53,89,TRUE
P,27480,Romaine Lettuce,11.08,57,7/15/2026
P,17766,Romaine Lettuce,5.1,43,6/1/2026
E,94345,Electric Kettle,40.09,13,36
E,50140,Blender Pro,44.27,15,6
E,8243,Blender Pro,112.01,8,12
B,61450,Diet Soda Can,3.35,37,FALSE
B,16384,Energy Drink,9.79,45,TRUE
E,63619,Electric Mixer,77.23,19,36
P,16069,Avocados Bag,11.74,40,7/4/2026
B,67749,Sparkling Water,3.35,17,FALSE
B,9374,Diet Soda Can,8.89,108,TRUE
P,55982,Organic Eggs,4.79,45,7/16/2026
E,97962,Electric Kettle,32.74,15,36
P,12158,Baby Spinach,6.28,55,6/12/2026
P,74697,Romaine Lettuce,14.47,13,6/17/2026
P,88054,Romaine Lettuce,7.02,28,6/10/2026
B,52563,Classic Cola,9.27,11,FALSE
P,5749,Avocados Bag,7.58,17,7/13/2026
P,50914,Romaine Lettuce,4.28,34,6/7/2026
P,35899,Baby Spinach,6.8,19,7/14/2026
E,2504,Toaster Oven,29.99,6,12
E,35185,Coffee Maker,62.23,16,36
B,16791,Apple Juice,4.86,90,TRUE
B,48874,Diet Soda Can,5.8,110,TRUE
B,58567,Apple Juice,6.99,108,FALSE
B,5337,Apple Juice,2.28,79,TRUE
P,387,Fresh Strawberries,14.06,44,6/19/2026
B,61280,Sparkling Water,6.33,114,FALSE
P,94173,Romaine Lettuce,14.07,36,6/17/2026
E,36129,Toaster Oven,49.53,14,12
B,8357,Diet Soda Can,5.39,51,FALSE
B,39859,Sparkling Water,1.57,51,FALSE
P,24858,Organic Eggs,2.94,50,7/10/2026
P,66117,Baby Spinach,9.67,29,6/1/2026
P,29265,Whole Milk,10.53,14,7/5/2026
E,53934,Coffee Maker,98.7,4,12
P,84463,Romaine Lettuce,2.94,26,6/27/2026
E,63792,Blender Pro,86.44,7,6
P,47194,Romaine Lettuce,13.87,16,6/24/2026
P,8395,Organic Eggs,13.56,21,7/12/2026
B,1017,Sparkling Water,5.05,46,FALSE
P,35360,Romaine Lettuce,11.32,57,6/28/2026
B,868,Diet Soda Can,2.17,103,TRUE
B,93506,Energy Drink,5.7,47,TRUE
P,37590,Romaine Lettuce,14.57,46,6/16/2026
E,5358,Coffee Maker,72.59,20,6
E,92575,Electric Mixer,21.63,21,6
B,17747,Classic Cola,9.07,55,FALSE
E,88099,Electric Mixer,97.46,24,6
E,95949,Blender Pro,97.06,17,6
P,40785,Organic Eggs,3.82,54,7/11/2026
P,25761,Fresh Strawberries,6.88,58,6/10/2026
B,28993,Apple Juice,2.87,118,TRUE
B,9182,Organic Green Tea,3.39,52,FALSE
E,96651,Electric Kettle,113.81,7,36
P,59992,Whole Milk,6.13,32,6/9/2026
P,49987,Organic Eggs,8.8,27,6/2/2026
B,79604,Energy Drink,7.43,78,TRUE
E,11004,Electric Kettle,78.96,22,36
E,79437,Mini Rice Cooker,112.18,17,6
B,2542,Diet Soda Can,2.52,18,FALSE
B,31895,Organic Green Tea,7.86,18,TRUE
B,39250,Energy Drink,7.68,90,TRUE
B,80829,Energy Drink,4.65,89,TRUE
P,24985,Avocados Bag,3.44,18,6/26/2026
P,32728,Baby Spinach,10.72,42,7/8/2026
E,73895,Coffee Maker,25.41,7,6
B,98043,Apple Juice,1.92,30,FALSE
P,78794,Baby Spinach,4.34,39,7/5/2026
E,51323,Electric Kettle,78.0,20,12
E,49895,Electric Kettle,63.87,11,6
P,70368,Whole Milk,7.39,9,6/18/2026
P,30344,Baby Spinach,6.77,43,6/1/2026
E,72503,Electric Kettle,72.31,4,12
P,55260,Romaine Lettuce,14.5,9,6/6/2026
E,37864,Electric Kettle,21.64,4,6
B,35752,Classic Cola,4.26,79,TRUE
P,68971,Romaine Lettuce,3.11,52,6/28/2026
B,3057,Apple Juice,1.85,30,FALSE
E,31303,Electric Mixer,93.1,5,36
B,19564,Sparkling Water,7.8,49,TRUE
E,98372,Coffee Maker,72.22,9,12
P,6934,Avocados Bag,3.42,58,6/18/2026
E,36187,Blender Pro,72.32,7,6
E,53133,Toaster Oven,116.13,7,12
E,78234,Toaster Oven,117.8,21,12
E,94248,Blender Pro,25.63,8,6
E,75146,Mini Rice Cooker,76.7,14,6
P,53686,Romaine Lettuce,6.9,12,7/6/2026
P,29398,Fresh Strawberries,13.02,6,6/18/2026
P,64001,Whole Milk,4.84,52,7/11/2026
P,46868,Avocados Bag,7.36,55,6/19/2026
E,4301,Coffee Maker,114.51,18,12
P,36427,Avocados Bag,5.61,6,7/8/2026
P,97369,Baby Spinach,14.79,9,6/14/2026
P,7485,Avocados Bag,7.99,8,7/14/2026
B,71690,Organic Green Tea,1.46,39,TRUE
B,64194,Organic Green Tea,5.3,14,FALSE
B,68733,Apple Juice,2.81,26,FALSE
B,20345,Energy Drink,5.11,81,TRUE
B,75882,Organic Green Tea,3.62,110,FALSE
P,90953,Whole Milk,14.68,23,7/10/2026
P,32104,Fresh Strawberries,11.87,18,6/7/2026
E,11522,Coffee Maker,43.36,25,6
B,80248,Apple Juice,7.12,82,TRUE
E,9786,Electric Kettle,45.43,11,36
E,17801,Coffee Maker,43.48,8,12
B,19446,Classic Cola,1.07,54,TRUE
E,92049,Electric Mixer,119.28,6,12
B,55066,Classic Cola,2.62,30,TRUE
B,22355,Organic Green Tea,8.11,46,FALSE
E,18885,Mini Rice Cooker,110.81,12,12
P,5595,Romaine Lettuce,8.39,32,6/15/2026
P,52928,Fresh Strawberries,11.57,25,6/22/2026
B,16868,Sparkling Water,9.66,13,FALSE
P,40164,Romaine Lettuce,13.89,31,6/8/2026
E,61976,Electric Mixer,86.45,8,12
P,98812,Avocados Bag,14.13,58,7/5/2026
B,12098,Organic Green Tea,6.74,21,TRUE
P,28849,Fresh Strawberries,4.51,25,6/12/2026
P,70513,Whole Milk,3.2,45,7/7/2026
P,72040,Avocados Bag,14.17,5,6/26/2026
B,43818,Organic Green Tea,2.75,15,TRUE
E,87986,Blender Pro,55.13,3,36
P,57030,Romaine Lettuce,7.3,9,7/1/2026
P,95085,Whole Milk,6.63,8,6/26/2026
B,61988,Classic Cola,3.78,107,TRUE
E,16445,Electric Kettle,19.02,15,12
E,95880,Toaster Oven,106.04,5,12
E,86161,Coffee Maker,57.43,10,6
E,66945,Toaster Oven,17.57,19,36
E,23193,Mini Rice Cooker,28.01,5,12
B,46578,Diet Soda Can,5.02,115,TRUE
E,35926,Electric Mixer,69.36,23,6
E,19264,Electric Mixer,93.03,7,36
P,58852,Whole Milk,12.03,8,6/2/2026
B,25278,Organic Green Tea,7.56,41,FALSE
E,27696,Mini Rice Cooker,55.04,13,6
E,84019,Blender Pro,39.13,12,6
B,36817,Organic Green Tea,4.36,98,TRUE
E,43532,Blender Pro,111.01,22,12
P,60485,Organic Eggs,5.43,5,6/7/2026
E,55180,Electric Mixer,79.49,13,12
B,87849,Diet Soda Can,5.18,111,TRUE
E,38247,Blender Pro,40.34,2,6
P,36498,Avocados Bag,5.78,9,6/3/2026
P,17045,Organic Eggs,7.53,23,6/17/2026
P,33962,Avocados Bag,9.29,21,7/13/2026
B,68363,Apple Juice,2.04,97,TRUE
P,18356,Organic Eggs,8.1,23,6/12/2026
P,74666,Whole Milk,6.59,54,6/5/2026
E,11930,Mini Rice Cooker,104.67,6,12
E,61082,Toaster Oven,48.15,4,36
B,38758,Classic Cola,3.71,73,FALSE
P,99431,Baby Spinach,9.71,20,7/10/2026
E,18810,Electric Mixer,32.15,8,12
B,21760,Sparkling Water,9.61,57,FALSE
E,27338,Mini Rice Cooker,69.71,2,12
E,52765,Mini Rice Cooker,18.73,11,36
B,32981,Apple Juice,9.31,36,FALSE
P,43152,Fresh Strawberries,6.64,34,6/9/2026
B,45067,Energy Drink,3.55,34,FALSE
E,62273,Mini Rice Cooker,88.66,6,12
P,26573,Avocados Bag,10.03,16,6/13/2026
P,86759,Avocados Bag,4.72,57,6/3/2026
E,60736,Electric Mixer,51.39,17,36
B,20754,Energy Drink,6.43,60,FALSE
P,35391,Organic Eggs,13.07,27,7/12/2026
E,26564,Electric Mixer,98.2,7,6
E,18029,Toaster Oven,77.19,17,6
E,86167,Blender Pro,115.03,20,12
P,94236,Whole Milk,2.56,51,7/12/2026
P,20417,Romaine Lettuce,14.98,60,6/11/2026
E,3847,Electric Kettle,31.11,2,12
P,91852,Avocados Bag,11.43,52,7/8/2026
B,47119,Energy Drink,2.34,109,TRUE
P,1022,Baby Spinach,7.98,11,7/15/2026
E,35129,Mini Rice Cooker,16.57,6,6
E,65826,Electric Kettle,58.05,25,12
